,tweet,pro/anti 
363,RT @cynthia_yuk: Only #HongKongers can feel the sadness of the combination of these numbers. We will not forget. #5demandsnotoneless #HongK\u2026 ,0
364,RT @cynthia_yuk: Only #HongKongers can feel the sadness of the combination of these numbers. We will not forget. #5demandsnotoneless #HongK\u2026 ,0
365,RT @Lindadalew: Reconciliation of the century for HK football fans as they put aside their club rivalries to support the protest movement.\u2026 ,0
366,#AntiChinazi #LiberateHongKong #passHKHumanRightsDemocracyAct #HongKongProtests #denyvisaforHKpolice #sunukling\u2026 https://t.co/WbWZDiqPVp ,0
367,#antichinazi #LiberateHongKong #passHKHumanRightsDemocracyAct #HongKongProtests #denyvisaforHKpolice #sunukling\u2026 https://t.co/2S3AIPB2wA ,0
368,#antichinazi #LiberateHongKong #passHKHumanRightsDemocracyAct #HongKongProtests #denyvisaforHKpolice #sunukling\u2026 https://t.co/NCeuPWLhBS ,0
369,"RT @IsabelChung: If you want to know more about why are hkers taking their frustrations on the MTR, please take a look.\n\n#FreedomHK #Standw\u2026 ",0
370,Fight for freedom #chinazi #CCP #5DemandsNot1Less #StandwithHK #FreeHongKong #FreeHongKong\u2026 https://t.co/qspanqT1sq ,0
371,RT @JackHHazlewood: Enormous (&amp; extremely wholesome) gathering of thousands of football fans in Victoria Park this eve in support of the #H\u2026 ,0
372,"RT @tictoc: \u26d1\ufe0f ""People in my generation can^t not come out.""\n\nMeet 24-year-old Michael, a first aider supporting Hong Kong protesters with\u2026 ",0
373,RT @butterflyyanyan: \u5e6b\u896f\u5440\uff01\uff01\n\u8475\u5ee3\u4e8c\u6a132015\n#HongKongProtests\n#5DemandsNotOneLess https://t.co/FbJOVM7tWv ,0
374,Let\u2019s DO it #FightForFreedom #StandWithHongKong #HongKongProtests https://t.co/6uOa6TLaze ,0
375,"RT @JackHHazlewood: Riot police lounging about Tin Hau MTR, because apparently MTR stations are police rest spots now. #\u53cd\u9001\u4e2d #antiELAB #Hong\u2026 ",0
376,@TIME Everyone stand with Hong Kong for freedom and democracy. #HKHumanRightsandDemocracyAct #FreeHongKong #HongKongProtests ,0
377,Thank you from Hong Kong #HKHumanRightsandDemocracyAct God bless you #GloryToHongKong #FreeHongKong #DemocracyForHK\u2026 https://t.co/2GlZ5HZNP3 ,0
378,@dwnews Never give up #HongKongProtests #HKHumanRightsandDemocracyAct #FreeHongKong ,0
379,RT @hkvoice1: World Assembly. Say no to China. Kick #chinazi away. #929GlobalAntiChinaziMarch\n\n#AntiChiNazi  #HongKongProtests\n#StandWithHo\u2026 ,0
380,"Thanks to Carrie Lam, we connect.\n#HongKongers #5DemandsNotOneLess #HKHumanRightsandDemocracyAct #HongKongProtests https://t.co/eo1VW3e0Y0 ",0
381,The usual practice of China Government!\n\n#standwithhongkong #HongKongProtests #liberatehongkong #soshk #liberatehk\u2026 https://t.co/J07Cqjz4gG ,0
382,"We need the truth, please #831TerroristAttack #831PrinceEdward #FreeHongKong #LiberateHongKong #HongKongProtests\u2026 https://t.co/bwPcm4ekif ",0
383,#FreeHongKong #HongKongProtests #LiberateHK https://t.co/ySiILHf3aI ,0
384,@fion_li @Fight4HongKong Fuck the HK police #PoliceBrutality #PoliceState #PoliceTerrorism #StandWithHongKong\u2026 https://t.co/7Wrd9p6uw4 ,0
385,#StandwithHK #HKHumanRightsandDemocracyAct #FreeHongKong #HongKongProtests https://t.co/1hX6opzfYK ,0
386,RT @hkvoice1: World Assembly. Say no to China. Kick #chinazi away. #929GlobalAntiChinaziMarch\n\n#AntiChiNazi  #HongKongProtests\n#StandWithHo\u2026 ,0
387,RT @AfifahCNA: Football fans put aside their club rivalry tonight to show solidarity in their call for the government to meet all five dema\u2026 ,0
388,RT @SanuklinginHK: Join us! #929GlobalAntiChinaziMarch \n#HongKongProtests \n#antiELAB \n#PoliceBrutality\n#Chinazi \n#BoycottChina https://t.co\u2026 ,0
389,RT @butterflyyanyan: \u5e6b\u896f\u5440\uff01\uff01\n\u8475\u5ee3\u4e8c\u6a132015\n#HongKongProtests\n#5DemandsNotOneLess https://t.co/FbJOVM7tWv ,0
,tweet,pro/anti
0,RT @freedomisnot0: @HongKongHermit A protester arrested in Fortress Hill. #hkpolice hit his head continuously. #PoliceBrutality #antiELAB #\u2026 ,0
1,"RT @fion_li: he^s one of the suspects who beat up reporters in fortress hill. unlike protesters, he was allowed to smoke and check his phon\u2026 ",0
2,RT @yannnnnn111: 5 Demands on 5 Mountains. \n\n#5DemandsNot1Less #HongKongProtests https://t.co/RUylY0bJIa ,0
3,#HongKongProtests #HKPoliceTerrorism #HKPoliceState #PoliceBrutality https://t.co/UPE2TiYg6c ,0
4,#HongKongProtests #StandwithHK #5DemandsNot1Less #CarrieLamisaLiar https://t.co/jIiiL07oXx ,0
5,#HongKongProtests #StandwithHK https://t.co/DfD1iYiste ,0
6,#HongKongProtests #StandwithHK https://t.co/LV764auwyS ,0
7,#HongKongProtests #HKPoliceTerrorism #HKPoliceState #PoliceBrutality https://t.co/8atleQRNKm ,0
8,#HongKongProtests #StandWithHongKong #chinazi #FreeHongKong https://t.co/zkM4Q4qeJ9 ,0
9,#HongKongProtests #StandWithHongKong #chinazi #FreeHongKong https://t.co/HElJ9pZ40p ,0
10,#HongKongProtests #StandWithHongKong #chinazi #FreeHongKong https://t.co/1l1q5x23Zu ,0
11,#HongKongProtests #StandWithHongKong #chinazi https://t.co/bFsW5wHDDc ,0
12,RT @freedomisnot0: @HongKongHermit A protester arrested in Fortress Hill. #hkpolice hit his head continuously. #PoliceBrutality #antiELAB #\u2026 ,0
13,RT @freedomisnot0: @HongKongHermit A protester arrested in Fortress Hill. #hkpolice hit his head continuously. #PoliceBrutality #antiELAB #\u2026 ,0
14,RT @HKWORLDCITY: It\u2019s time to target overseas police forces who have links or exchanges with the @hkpoliceforce. They should end associatio\u2026 ,0
15,"RT @SCMPNews: #LIVE: As of 9pm, a total of eight people were injured and sent to public hospitals for treatment. Of these, three are in a s\u2026 ",0
16,"RT @VivienneChow: \u201cTrain to Busan\u201d star Kim Eui-sung also told the media that he had lots of tear gas in South Korea b4, but not the past 2\u2026 ",0
17,"RT @FreedomHKG: Korean actor Kim Eui-sung (\uae40\uc758\uc131) has been keeping an eye on the situations of #HongKongProtests. Today, he demonstrated his\u2026 ",0
18,"RT @Fight4HongKong: 22:32 HKT #fortresshill\n\nA male, who is bleeding profusely from head, subdued by police. Police seen aiming pepper spra\u2026 ",0
19,RT @LionGroupMY: One of white shirt men got covered by @hkpoliceforce shield while being escorted to police car. Very \u2018caring\u2019.\n\nSource: Te\u2026 ,0
20,"RT @HongKongFP: @SiuSinGallery At 10:50pm on Sunday, riot police fired around a dozen volleys of tear gas to clear local residents who were\u2026 ",0
21,RT @yjimgmgmmgmgo: #HongKongProtests https://t.co/xDkFx6wDh9 ,0
22,RT @lam_chau_bar: Does this look like Cultural Revolution (\u6587\u5316\u5927\u9769\u547d)?\n\nPeople are waving Chinese Red Flag to support the brutality of HK Polic\u2026 ,0
23,RT @Lucius_four: #Hongkong train stations are closed for allowing police to rest.\nHong Kong is a #PoliceState .\n\n#SOSHK \n#HongKongProtests\u2026 ,0
24,"RT @HongSave: If u\u2019ve chosen to close a few stations every week in order to be at the police\u2019s service, be prepared to be hated by the publ\u2026 ",0
25,"RT @Woppa1Woppa: Today is when the people of HK fight back against terror.  These two were assaulting reporters, but unlike Amoy Plaza, we\u2026 ",0
26,"RT @Woppa1Woppa: This is incredible, it^s a sea of #chinazi flags\U0001f602  That^s quite the coordination and effort to get it done like that.  Rea\u2026 ",0
27,RT @jeffielam: A map circulating on telegram detailing the latest situation and the police presence #hongkongprotests #antielab https://t.c\u2026 ,0
28,RT @mooseNYC: Welcome to #hongkong #teargas #asia #HongKongriots #HongKongProtests @CBSEveningNews @CBSThisMorning @RamyInocencio https://t\u2026 ,0
29,"RT @felix_image: (15/9, North Point) Suspected Fukien mobsters, armed with sticks and cleavers, attack protesters and journalists, includin\u2026 ",0
30,"RT @JeremyJSandberg: After the #parade in #HongKong, #protesters stopped by the government &amp; PLA building. #Teargas, #rubberbullets, #beanb\u2026 ",0
31,RT @jeffielam: Protesters put up posters calling on Hongkongers to boycott restaurants/shops which have expressed support to Carrie Lam\u2019s a\u2026 ,0
32,RT @tomgrundy: Tempted to make a new hire.\n#GoodBoy Pic: @StandNewsHK #HongKong #China #antiELAB #hongkongprotests https://t.co/afVda2xZIw ,0
33,RT @RamyInocencio: Water cannon sighting on Canal Road West and Hennessy Rd in Causeway Bay. People started jeering this convoy. The #HongK\u2026 ,0
34,RT @timlam_: The cone was later charged with unlawful assembly  #HongKongProtests https://t.co/OFL5ses5uu ,0
35,RT @ezracheungtoto: North Point in 1967 vs North Point in 2019 \n#antiELAB #ExtraditionLaw #HongKongProtests https://t.co/4KiUqBIxXi ,0
36,"RT @PeterWo04886872: Triads attacked people indiscriminately, while Hong Kong police have not yet arrest them. \n#InternationalDayofDemocrac\u2026 ",0
37,RT @bananaandlion: Eggs and high solid wall...#HongKongProtests #PassHKHumanRightsAndDemocracyAct https://t.co/lPJvSBGGO6 ,0
38,"RT @Polarswiss1: On 15/9 night, HK Police arrested an unarmed lady in a protest. We need to keep watching at this because some female prote\u2026 ",0
39,RT @HongKongFP: Korean actor Kim Eui-sung \u2014 who began the #EyeforHK campaign in support of a wounded woman who was apparently shot in the e\u2026 ,0
40,"RT @HongKongFP: HKFP Lens: 15 weeks in, violent clashes at Hong Kong gov^t HQ mar peaceful mass demo #HongKong #China #antiELAB #hongkongpr\u2026 ",0
41,"RT @ezracheungtoto: #LIVE: Wondering why #antiELAB protesters would put up their hands?\n\n\u201cFive demands; not one less,\u201d one participant says\u2026 ",0
42,Read Brexit News \u25b8 today^s top stories via @SoBall @AdrianN62729285 @MaggieLoHKG #hongkong #hongkongprotests https://t.co/dH3tv64G4X ,0
43,"RT @Kwanyi_green: Creative protestor sprayed ""one country two systems"" on this Ad in a tunnel in Central. #HongKongProtests #FreeHongKong h\u2026 ",0
44,"RT @FreedomHKG: Korean actor Kim Eui-sung (\uae40\uc758\uc131) has been keeping an eye on the situations of #HongKongProtests. Today, he demonstrated his\u2026 ",0
45,RT @freedomisnot0: @HongKongHermit A protester arrested in Fortress Hill. #hkpolice hit his head continuously. #PoliceBrutality #antiELAB #\u2026 ,0
46,"RT @Fight4HongKong: 22:32 HKT #fortresshill\n\nA male, who is bleeding profusely from head, subdued by police. Police seen aiming pepper spra\u2026 ",0
47,"RT @HK_Imaginaire: (15/9, North Point) Suspected Fukien mobsters, armed with sticks and cleavers, attack protesters and journalists, includ\u2026 ",0
48,RT @HKWORLDCITY: We won\u2019t be intimidated!! #HongKongProtests #AntiELAB #FreeHongKong https://t.co/5LMasWRRTB ,0
49,#HongKongProtests #PoliceBrutality https://t.co/w8KicEQivW ,0
50,#HongKongProtests #hkpolicebrutality Hong Kong police want to kill protestant https://t.co/SjjgJsgmwZ ,0
51,"#hongkongpolice why u need to see video before arresting, when u r standing next to the mob? #HongKongProtests https://t.co/KdWcgwqaZV ",0
52,RT @freedomisnot0: @HongKongHermit A protester arrested in Fortress Hill. #hkpolice hit his head continuously. #PoliceBrutality #antiELAB #\u2026 ,0
53,#FreedomHK #FreeHK\n#StandwithHongKong\n#5DemandsNotOneLess\n#FollowBackHongKong\n#HongKongProtests https://t.co/Aj5InC5xUn ,0
54,#FreedomHK #FreeHK\n#StandwithHongKong\n#5DemandsNotOneLess\n#FollowBackHongKong\n#HongKongProtests https://t.co/AGVeqH3mT6 ,0
55,#FreedomHK #FreeHK\n#StandwithHongKong\n#5DemandsNotOneLess\n#FollowBackHongKong\n#HongKongProtests https://t.co/CY55SaaZBR ,0
56,RT @selfedward: Protesters on street again to voice out their concerns. How many times would it need for some \u201celite\u201d to listen and act?\n#H\u2026 ,0
57,"RT @Woppa1Woppa: Looks like residents have caught a red and white shirt with a knife, apparently with video proof as well.  But does it mat\u2026 ",0
58,RT @Klafmann: [Live] This youngster is just tortured by the #HKGestapo. #Nowtv capture the whole scene (about 22:30).\n\n#HongKongPolice\n#Pol\u2026 ,0
59,"RT @FreedomHKG: Korean actor Kim Eui-sung (\uae40\uc758\uc131) has been keeping an eye on the situations of #HongKongProtests. Today, he demonstrated his\u2026 ",0
60,"RT @JessiePang0125: Thousands of pro democracy protesters march from East Point Road, CWB to Chater Road, despite the police refused to iss\u2026 ",0
61,RT @Klafmann: \u5440~~~~~\n\u6b7b\u9ed1\u8b66~~~~~\n\u53c8\u5514\u505a\u5622~~~~~\n\u53c8\u5514\u8b80\u66f8~~~~~~~\n#\u963f\u86c7\u4f60\u597d\u649a\u578b\u5440\n#\u8b1b\u7b11\u548b ,0
62,"RT @HongSave: If u\u2019ve chosen to close a few stations every week in order to be at the police\u2019s service, be prepared to be hated by the publ\u2026 ",0
63,RT @FreedomHKG: Reporters were being headshot by the water cannon \n#HongKongProtests #HKPoliceState \n#PoliceBrutality \n#HKHumanRightsandDem\u2026 ,0
64,RT @FreedomHKG: [LIVE] Clashes between the police and the protesters/the  news reporters (in yellow vest) in Admiralty. Police deployed bot\u2026 ,0
65,RT @Fight4HongKong: 22:50 HKT #NorthPoint\n\nTear gas buffet on King\u2019s Road. Nearly 10 rounds of tear gas fired in short period of time. \n\n#A\u2026 ,0
66,RT @HKWORLDCITY: And this dickhead cop has two flickering torches on his head. #HongKongProtests #AntiELAB #FreeHongKong\n\nHow can the polic\u2026 ,0
67,"RT @JeremyJSandberg: In #HongKong, thousands marched in the streets on Sept. 15 despite police banning the event. Citizens waved American a\u2026 ",0
68,"RT @Fight4HongKong: 22:32 HKT #fortresshill\n\nA male, who is bleeding profusely from head, subdued by police. Police seen aiming pepper spra\u2026 ",0
69,"RT @FreedomHKG: #HongKong spider man was also at the march on HK Island today. He and the protesters chanted:\n\u201cThere\u2019re no rioters, only ty\u2026 ",0
70,RT @CriticalCezanne: Korean actor Kim Eui-sung joining today\u2019s #HongKongProtests . He would like to let more #Korean understand #HK movemen\u2026 ,0
71,"RT @FreedomHKG: Although today\u2019s march organised by CHRF was banned by the police, #HongKongProtesters took to the street today to called o\u2026 ",0
72,"RT @lam_chau_bar: Sep 15\nHK Police Water cannon truck vs HK protesters\n\nPolice: jets of water, coloured liquid, tear gas, rubber bullets\nPr\u2026 ",0
73,"RT @ray_slowbeat: Raymond Chan, a pro-democracy lawmaker, sums up the prevailing sentiment: \u201cIf we lose, it may be the end of Hong Kong as\u2026 ",0
74,"RT @cheriechancy: Despite police ban, thousands still gather in Causeway Bay to take in Sunday\u2019s rally. A group is waving American flag and\u2026 ",0
75,RT @SYC99999: #HK \u6642\u95939\u670815\u65e5\u4e0b\u5348\u6210\u5343\u4e0a\u842c\u7684\u9999\u6e2f\u5e02\u6c11\u52c7\u6562\u5730\u8d70\u4e0a\u4e86\u8857\u982d\u6297\u8b70\u5171\u7 ,0
76,RT @mooseNYC: Welcome to #hongkong #teargas #asia #HongKongriots #HongKongProtests @CBSEveningNews @CBSThisMorning @RamyInocencio https://t\u2026 ,0
77,RT @FreedomHKG: We shall not be at ease until all our 5 demands have been met. The establishment of an independent commission of inquiry is\u2026 ,0
78,RT @jeffielam: #breaking: several middle-aged men have attacked some protesters inside Fortress Hill mtr station #antielab #hongkongprotest\u2026 ,0
79,"RT @lam_chau_bar: Sep 15\n\nAlthough HK police have banned Sunday^s march originally hosted by the Civil Human Rights Front, thousands have s\u2026 ",0
80,"RT @HongKongFP: At dusk Aunday, riot police pushed through Harcourt Road with water cannon and tear gas. Protesters fled towards Wan Chai.\u2026 ",0
81,RT @mooseNYC: Protestors in #hongkong rip down a banner commemorating the 70th anniversary of the People\u2019s Republic of #China #hongkongprot\u2026 ,0
82,RT @Fight4HongKong: 20:13 HKT #CWB\n\nPolice surround a youth who says he\u2019s a photographer. Police told the youth \u201cDon\u2019t pretend to be a repo\u2026 ,0
83,"RT @Fight4HongKong: 19:45 HKT #CWB\n\nAfter protestors open gate of MTR station exit E gate and let reporters in to record, group of riot pol\u2026 ",0
84,RT @cityusucbc: 915 International Day of Democracy\nPolice shoot at the journalists with the water cannon.\n\n#HongKongProtests #International\u2026 ,0
85,"RT @Woppa1Woppa: Reporter asking the police why dialing 999 did not go through, and why they^re not arresting the Fujianese.  Police said t\u2026 ",0
86,"RT @fion_li: he^s one of the suspects who beat up reporters in fortress hill. unlike protesters, he was allowed to smoke and check his phon\u2026 ",0
87,@SolomonYue #chinazi #FreeHongKong #NeverForget #HongKongProtests #FiveDemandsNoOneLess https://t.co/vZR9NgGCjU ,0
88,RT @JOceanW: Around six people being taken onto police van at Ming Yuen Western Street around 45 min after knife-wielding were seen there.\u2026 ,0
89,"RT @SCMPNews: #LIVE: As of 9pm, a total of eight people were injured and sent to public hospitals for treatment. Of these, three are in a s\u2026 ",0
90,@HongKongFP @SiuSinGallery #chinazi #FreeHongKong #NeverForget #HongKongProtests #FiveDemandsNoOneLess https://t.co/11lG3HlrAe ,0
91,"RT @HongKongFP: @SiuSinGallery At 10:50pm on Sunday, riot police fired around a dozen volleys of tear gas to clear local residents who were\u2026 ",0
92,@Fight4HongKong #chinazi #FreeHongKong #NeverForget #HongKongProtests #FiveDemandsNoOneLess https://t.co/nH2EPBisNa ,0
93,"RT @Fight4HongKong: 22:32 HKT #fortresshill\n\nA male, who is bleeding profusely from head, subdued by police. Police seen aiming pepper spra\u2026 ",0
94,@lam_chau_bar #chinazi #FreeHongKong #NeverForget #HongKongProtests #FiveDemandsNoOneLess https://t.co/5LwBTYHbay ,0
95,RT @lam_chau_bar: Does this look like Cultural Revolution (\u6587\u5316\u5927\u9769\u547d)?\n\nPeople are waving Chinese Red Flag to support the brutality of HK Polic\u2026 ,0
96,"RT @HongKongFP: @SiuSinGallery InMedia reported a middle-aged man with a football shirt reading ""Hong Kong Fujian elders"" told protesting r\u2026 ",0
97,@HongKongFP #chinazi #FreeHongKong #NeverForget #HongKongProtests #FiveDemandsNoOneLess https://t.co/IJmztdr30q ,0
98,@JackHHazlewood #chinazi #FreeHongKong #NeverForget #HongKongProtests #FiveDemandsNoOneLess https://t.co/D4XLCOYgkw ,0
99,RT @HongKongFP: Dozens gather outside the British Consulate-General at noon on Sunday calling on Downing Street to publicly acknowledge tha\u2026 ,0
100,"RT @JackHHazlewood: A really beautiful &amp; sweet sight: this restaurant is acting as a free water station for today\u2019s march, with little kids\u2026 ",0
101,RT @freedomisnot0: @HongKongHermit A protester arrested in Fortress Hill. #hkpolice hit his head continuously. #PoliceBrutality #antiELAB #\u2026 ,0
102,RT @HkAlexin: Les policiers ont pulv\xe9ris\xe9 le pepper spray sur les blessures du citoyen APR\xc8S ma\xeetris\xe9 #hkpolicebrutality dans les #HongKong\u2026 ,0
103,"RT @HK_Imaginaire: (15/9, North Point) Suspected Fukien mobsters, armed with sticks and cleavers, attack protesters and journalists, includ\u2026 ",0
104,RT @timlam_: The cone was later charged with unlawful assembly  #HongKongProtests https://t.co/OFL5ses5uu ,0
105,#PoliceBrutality #hongkongprotests #FreeHongKong https://t.co/SXGCfxTzAw ,0
106,RT @freedomisnot0: @HongKongHermit A protester arrested in Fortress Hill. #hkpolice hit his head continuously. #PoliceBrutality #antiELAB #\u2026 ,0
107,RT @freedomisnot0: @HongKongHermit A protester arrested in Fortress Hill. #hkpolice hit his head continuously. #PoliceBrutality #antiELAB #\u2026 ,0
108,RT @Natcc8: They are the future of Hong Kong\U0001f62d\U0001f62d\U0001f62d\U0001f1ed\U0001f1f0\n#HongKongProtests #LiberateHongKong #GloryToHongKong \n(Photo: Stand News) https://t ,0
109,RT @jeffielam: A Fujianese man has spat on @SCMPNews reporter @Lealokkk on North Point tonight as he was filming the situation. He is later\u2026 ,0
110,RT @madeinhomekong: #HongKongPolice making obscene sexual hand gestures at Vincci Cheuk. This is sexual harassment! #HongKongProtests \nhttp\u2026 ,0
111,RT @cheeselok2: Police loves attacking when arresting.\nAnd they hinder the arrested protestor to receive treatments by first-aiders. \nShame\u2026 ,0
112,RT @Aliceplus_Y: @tictoc No respect to CCP when we received none.\n\nOne Country Two Systems just a lie.\n#HKPoliceTerrorism intensifies.\nGovt\u2026 ,0
113,RT @lokinhei: What a video compilation of tonight!!!!! Magnificent esp with the background song. (Sound on!)\n\nThank you RTHK! Thank you Hon\u2026 ,0
114,"RT @ray_slowbeat: Raymond Chan, a pro-democracy lawmaker, sums up the prevailing sentiment: \u201cIf we lose, it may be the end of Hong Kong as\u2026 ",0
115,RT @lam_chau_bar: The moment when Molotov cocktail hits on Water cannon truck and the truck got on fired.\n\n #antiELAB #HongKongProtests htt\u2026 ,0
116,RT @Fight4HongKong: 17:41 HKT #Central #Admiralty\n\nLarge group of riot police quickly advancing on Connaught Rd Central towards Gov HQ Admi\u2026 ,0
117,"RT @StandHumanity: Hello world, there are 3 months already. Don^t you realize in 2019 we won^t get TANKs driving into Hong Kong like 1989?\u2026 ",0
118,RT @Fight4HongKong: Campus TV HKUSU found medical receipts dated on 16/9/2019 (today is 14/9) from Amoy Plaza attackers\u2019 belongings left at\u2026 ,0
119,"RT @Jennifer_hk2019: CCP Torture. Police arrested a student, stripped him naked, beat him, verbal abuses, dumped him in a bush. \n\n[Tell the\u2026 ",0
120,"RT @yskevinhuang: Live tween thread from Vancouver, Canada / September 14th \n\n\u201cGlory to #HongKong\u201d  flash mob event ar Aberdeen Mall in Ric\u2026 ",0
121,RT @HongKongFP: Dozens gather outside the British Consulate-General at noon on Sunday calling on Downing Street to publicly acknowledge tha\u2026 ,0
122,"RT @Woppa1Woppa: A rep from the UK Embassy comes out to accept the letter.  Gotta say, he looks way more legit than the US Embassy dude.  A\u2026 ",0
123,RT @yannnnnn111: The quality of the pro-Beijing people\U0001f937\U0001f3fb\u200d\u2640\ufe0f I wonder how they teach their children at home \U0001f937\U0001f3fb\u200d\u2640\ufe0f\n ,0
124,RT @Fight4HongKong: September 15 Livestreams\n\nMultiple at once: https://t.co/K1ji4vlZZn\n\nApple Daily: https://t.co/kP8ClSpcTU\n\nStand News:\u2026 ,0
125,"RT @Woppa1Woppa: This is incredible, it^s a sea of #chinazi flags\U0001f602  That^s quite the coordination and effort to get it done like that.  Rea\u2026 ",0
126,RT @HKWORLDCITY: We won\u2019t be intimidated!! #HongKongProtests #AntiELAB #FreeHongKong https://t.co/5LMasWRRTB ,0
127,RT @RamyInocencio: Traffic control. \U0001f698 Some #HongKong protestors are directing traffic flow and people flow in Central so vehicles can pass\u2026 ,0
128,RT @frances_sit: Protesters tear down a large banner that celebrates the 70th anniversary of the PRC. #HongKongProtests https://t.co/wkr7Yp\u2026 ,0
129,RT @frances_sit: And set it on fire #HongKongProtests https://t.co/RM43udRYrV ,0
130,"RT @JackHHazlewood: A really beautiful &amp; sweet sight: this restaurant is acting as a free water station for today\u2019s march, with little kids\u2026 ",0
131,"RT @Fight4HongKong: South Korean actor Kim Eui Sung, who has been vocal about supporting #HongKongProtests and who inspired the #eye4hk soc\u2026 ",0
132,RT @hkbhkese: @EnzoMazak Shame on #hkpoliceisterrorist . They^re always in disguise to frame the #HongKongProtests ,0
133,"RT @JackHHazlewood: Riot police lounging about Tin Hau MTR, because apparently MTR stations are police rest spots now. #\u53cd\u9001\u4e2d #antiELAB #Hong\u2026 ",0
134,RT @Klafmann: [Live] This youngster is just tortured by the #HKGestapo. #Nowtv capture the whole scene (about 22:30).\n\n#HongKongPolice\n#Pol\u2026 ,0
135,"RT @ilshawt: A man who got arrested was attacked by the police until he bleeds, the police keep using pepper spray towards his wounds...\n#P\u2026 ",0
136,"RT @Fight4HongKong: 22:32 HKT #fortresshill\n\nA male, who is bleeding profusely from head, subdued by police. Police seen aiming pepper spra\u2026 ",0
137,RT @Woppa1Woppa: #HKPolice caught desecrating the flag of China \U0001f631\n\n#HongKong #HongKongProtests https://t.co/9phPEySUza ,0
138,RT @JackHHazlewood: Pro-democracy demonstrators outside the British Consulate in HK have just sung God save the Queen &amp; said a prayer for t\u2026 ,0
139,RT @HongKongFP: An aerial view of thousands occupying Hennessy Road in Causeway Bay at 2:30pm on Sunday. They have turned up despite a poli\u2026 ,0
140,"RT @Woppa1Woppa: Alright, that got me.  Took a few min to quickly put together a video of the aerial cam synced to beyond.  Enjoy\n\n#HongKon\u2026 ",0
141,RT @RamyInocencio: Welcome to the 15th weekend of the #HongKongProtests! This yellow banner says \u201call people against tyranny.\u201d They\u2019re shou\u2026 ,0
142,"RT @Woppa1Woppa: Fake reporter got caught by reporters.  They are asking him for a press ID, or his youtube channel.  He doesn^t have eithe\u2026 ",0
143,"RT @lam_chau_bar: Sep 15\n\nAlthough HK police have banned Sunday^s march originally hosted by the Civil Human Rights Front, thousands have s\u2026 ",0
144,RT @cityusucbc: 915 International Day of Democracy\nPolice shoot at the journalists with the water cannon.\n\n#HongKongProtests #International\u2026 ,0
145,RT @lam_chau_bar: Sep 15 \n\nDrone over #HongKongProtests\n\nThis is weekend 15 of #antiELAB in Hong Kong. Even though police have banned Sunda\u2026 ,0
146,RT @cityusucbc: 915 International Day of Democracy\nRiot police rubbed a protester^s face on the ground during the arrest.\n#HongKongProtests\u2026 ,0
147,"RT @lam_chau_bar: Sep 15\nHK Police Water cannon truck vs HK protesters\n\nPolice: jets of water, coloured liquid, tear gas, rubber bullets\nPr\u2026 ",0
148,"RT @FreedomHKG: #HongKong spider man was also at the march on HK Island today. He and the protesters chanted:\n\u201cThere\u2019re no rioters, only ty\u2026 ",0
149,"RT @Fight4HongKong: 19:45 HKT #CWB\n\nAfter protestors open gate of MTR station exit E gate and let reporters in to record, group of riot pol\u2026 ",0
150,RT @RamyInocencio: Water cannon sighting on Canal Road West and Hennessy Rd in Causeway Bay. People started jeering this convoy. The #HongK\u2026 ,0
151,RT @jeffielam: #breaking: several middle-aged men have attacked some protesters inside Fortress Hill mtr station #antielab #hongkongprotest\u2026 ,0
152,"RT @Woppa1Woppa: Reporter asking the police why dialing 999 did not go through, and why they^re not arresting the Fujianese.  Police said t\u2026 ",0
153,"RT @Lealokkk: I was spat by an old Fujianese when I was filming on North Point Road. \nA few minutes ealier, this pro-Beijing group used sti\u2026 ",0
154,"RT @yuen_cecil: Thank you to ""Kim Eui-sung"" (Korean: \uae40\uc758\uc131, Chinese: \u91d1\u7fa9\u8056), an award-winning South Korean actor showed up in person 15 Sep to\u2026 ",0
155,"RT @Woppa1Woppa: Today is when the people of HK fight back against terror.  These two were assaulting reporters, but unlike Amoy Plaza, we\u2026 ",0
156,RT @HKWORLDCITY: It\u2019s time to target overseas police forces who have links or exchanges with the @hkpoliceforce. They should end associatio\u2026 ,0
157,RT @freedomisnot0: @HongKongHermit A protester arrested in Fortress Hill. #hkpolice hit his head continuously. #PoliceBrutality #antiELAB #\u2026 ,0
158,"RT @fion_li: he^s one of the suspects who beat up reporters in fortress hill. unlike protesters, he was allowed to smoke and check his phon\u2026 ",0
159,RT @freedomisnot0: @HongKongHermit A protester arrested in Fortress Hill. #hkpolice hit his head continuously. #PoliceBrutality #antiELAB #\u2026 ,0
160,RT @mooseNYC: Welcome to #hongkong #teargas #asia #HongKongriots #HongKongProtests @CBSEveningNews @CBSThisMorning @RamyInocencio https://t\u2026 ,0
161,RT @HKWORLDCITY: I\u2019m in tears watching this. You are my hero sir. #HongKongProtests #AntiELAB #FreeHongKong https://t.co/tZTsNGuq9Y ,0
162,#PoliceBrutality \n#HongKongProtests \n#FreeHongKong \n#eye4hk \n\nSave People :((((( https://t.co/yJCQaSCAol ,0
163,#HongKongProtests\n#eye4hk \n#chinazi \n#FreeHongKong \nSave us !!!! \U0001f62d\U0001f62d\U0001f62d\U0001f62d\U0001f62d\U0001f62d\U0001f62d\U0001f62d\U0001f62d\U0001f62d\U0001f62d\ ,0
