,tweet,label
303,Hong Kong^s anti-mask law is intended to deter violent acts committed by masked rioters and to assist with the poli\u2026 https://t.co/adgOBXY75w ,1
304,Rioter in Hong Kong threw bricks at a bank and set fire on ATM machines. #HKRiots https://t.co/GWY8Gs3B4V ,1
305,Hong Kong^s anti-mask law is intended to deter violent acts committed by masked rioters and to assist with the poli\u2026 https://t.co/8hMwtOeI9q ,1
306,No more masks: HKSAR outlaws wearing masks in violent protests #HKRioters https://t.co/23O7Ua7kJy https://t.co/0fl9wCouTA ,1
307,Unrest-hit Hong Kong outlaws wearing masks in violent protests in latest drive to end prolonged violence #HKRioters\u2026 https://t.co/kuXl8waKZ9 ,1
308,"Violent protesters stage illegal, vandalistic acts in different parts of Hong Kong #HKRioters\u2026 https://t.co/1sJtnWwBLg ",1
309,Advocates call for anti-mask law in unrest-hit Hong Kong #HKRioters https://t.co/gQiBcuPyGB https://t.co/QQ1PKlpKq4 ,1
310,"Seven radical protesters in Hong Kong, including a 18-year-old man injured by gunshot when attacking police, charge\u2026 https://t.co/mcsZ6ykJfi ",1
311,"This year^s Hong Kong Cyclothon and Hong Kong Wine &amp; Dine Festival, two popular events, cancelled due to escalating\u2026 https://t.co/BokOaTerhX ",1
312,"Police officer is forced to open fire on a rioter and his act is lawful and reasonable, a senior Hong Kong police o\u2026 https://t.co/9nOS78Bmum ",1
313,Hong Kong society choruses against violence escalation on National Day #HKRioters https://t.co/vIeIlZLYkl https://t.co/Zbz7c0WEd4 ,1
314,Illegal and violent acts occur again across Hong Kong as radical protesters occupy roads and thraw petrol bombs at\u2026 https://t.co/jstQWG2fpY ,1
315,"In a new round of violence in #HongKong on Tuesday, #HKRioters sprayed corrosive liquid at police, injuring several\u2026 https://t.co/LHk7goBzUK ",1
316,"Hong Kong police found large hoards of weapons, armours and materials for making petrol bombs after raiding 48 prem\u2026 https://t.co/4VE0TSIvbK ",1
317,Former chief justice of HKSAR Court of Final Appeal denounces violence #HKRioters https://t.co/yM2WOjGqqy https://t.co/QSpmPQgW0c ,1
318,Rioting continues deep into the night in #HongKong.\nBlack-clad #HKRioters\n--hurl numerous petrol bombs\n--vandalize\u2026 https://t.co/ARari8zy74 ,1
319,"""Of course it will affect our business and cause sales to fall,"" says a business owner in Hong Kong as #HKRioters c\u2026 https://t.co/RkZdgGNOXp ",1
320,"#HKRioters throw petrol bombs through the gates of metro stations, block roads and set fire on blockades. They have\u2026 https://t.co/GS3H3UWtjL ",1
321,"#HKRioters throw petrol bombs, beat passer-by in Hong Kong https://t.co/yBoMpyhSbL https://t.co/dRh4pWACvQ ",1
322,Violence continues to hit Hong Kong as unscrupulous rioters proceed with their lawless acts. #HKRioters https://t.co/TgtEhg1FJ7 ,1
323,"Radical protesters charge police cordon line, damage properties and block traffic around government office building\u2026 https://t.co/CPtR3bnf0X ",1
324,Masked radicals in Hong Kong set up barricades to block traffic. #HKRiots https://t.co/mEvOqGUlMn ,1
325,"Masked rioters go on rampage in Hong Kong, disregarding the new anti-mask law. #HKRiots https://t.co/qTmCYeMf6b ",1
326,A masked foreign journalist in Hong Kong deliberately closed a door to harass an office worker who then got punched\u2026 https://t.co/dVIKHsSlks ,1
327,"Carrie Lam vows to curb violence with utmost determination, after rampant rioters wreaked havoc in various parts of\u2026 https://t.co/x46zXYGKro ",1
328,Rioter in Hong Kong threw bricks at a bank and set fire on ATM machines. #HKRiots https://t.co/QvXgSaZOam ,1
329,"Masked rioters vandalize public facilities, set fire on metro station in Hong Kong. #HKRiots https://t.co/0AtWJdxmpf ",1
330,Hong Kong rioters were spotted beating a police officer and throwing a petrol bomb at him. #HKRiots https://t.co/W0YmifciGK ,1
331,Hong Kong lawmakers have been calling for anti-mask legislation in a bid to stop chaos in the city. #HKRiots https://t.co/SDHbmJnjhO ,1
332,Rioters set fires and committed mass property damage in various parts of Hong Kong. #HKRiots https://t.co/IkMXT5Z2ig ,1
333,Rioters set fire on the streets of Hong Kong. #HKRiots https://t.co/Xw5BDuuIqk ,1
334,Violent protesters hurl petrol bombs at Hong Kong SAR government building. #HKRiots https://t.co/LzV7orSnMC ,1
335,Rioters were very excited to see bloody head &amp; wounds...#HKprotesters #HKRioters https://t.co/SzySXGEHSt ,1
336,\u597d\u6709\u4eba\u6027\u7684\u66b4\u5f92\uff01\uff01#\u9999\u6e2f #\u793a\u5a01 https://t.co/iwJuldZfT2 https://t.co/pcVwTOw0Kt ,1
337,2019.10.4 - \u7981\u8499\u9762\u6cd5\u524d\u4e00\u665a \U0001f4a5 \u66b4\u5f92\u56db\u8655\u7834\u58de\u6e2f\u9435\u7ad9\uff0c\u711a\u71d2\u53ca\u6bc0\u58de\u591a\u500b\u7ad9\u5167 ,1
338,"The #HKRioters damaged the stations and burned the train, then complained the closure of MTR. They destroyed the CC\u2026 https://t.co/sHIZqZMlIt ",1
339,Some \u2018seemingly\u2019 rationalised tactics by #HKProtestors - categorise shops that they can attack. They asked\u2026 https://t.co/DZUI3vXc5b ,1
340,The government has never said they will confiscate any bank accounts and assets. Exaggerate things to create noise.\u2026 https://t.co/oEsDe7Y9ir ,1
341,#Fakenews &amp; #rumours just to create social unrest. They claimed undercovers damaged MTR stations instead of\u2026 https://t.co/mnRRunAM9S ,1
342,"The #HKRioters proved themselves not eligible to live in a democratic society, when they attacked staff at railway\u2026 https://t.co/XU5ndtxcyP ",1
343,"Regardless of the background of the company and the fact that she is not even holding any position in the company,\u2026 https://t.co/azifyXHZY1 ",1
344,Police have been condemned of firing tear gas in the residential area. And the #HKRioters was trying to burn the MT\u2026 https://t.co/dANzXa6Zg9 ,1
345,@globaltimesnews What is the order Government expects to arrest those goons? Masked Thieves steal from homes. Maske\u2026 https://t.co/LbcympJkch ,1
346,"#\u9999\u6e2f #HK #HKRioters \n\n5. @hkpoliceforce should declare if police force life is threatened, police will not hesitate\u2026 https://t.co/FsFTgE50zs ",1
347,"#\u9999\u6e2f #HK #HKRioters \n4. Evoke Emergency law, and bring all Media Houses under HKSAR control, citing terrorism for a\u2026 https://t.co/d70eXrrXNs ",1
348,"#\u9999\u6e2f #HK #HKRioters \n3. Give reporters a vest which has a 4-digit registration number both front and back, which is\u2026 https://t.co/gnXpyGRA13 ",1
349,#\u9999\u6e2f #HK #HKRioters \n\n1. Police should declare they know every single rioters on the street based on their mobile ph\u2026 https://t.co/FRzVqON8HY ,1
350,#HongKongProtesters are #HKRioters https://t.co/x1t7AeNUVA ,1
351,#HongKongProtests are #HKrioters and #HKterrorists  https://t.co/T0zMxPwZmx ,1
352,"RT @YiranChen6: "" A group of thugs armedly smashed an off-duty police officer and threw a petrol bomb at him to kill him... They try to sna\u2026 ",1
353,#HongKongProtest is #HKRiots  https://t.co/m6e1faGCs5 ,1
354,RT @Chris82895304: @CardJosephZen Hiding your face from your god? It won\u2019t help. Glorifying violence and terrorism is not what you should b\u2026 ,1
355,RT @rysh5627: @bearlikefigure @globaltimesnews Bye \U0001f923 There was no police brutality. Only brutality from #HKrioters #stopHKriots Your mind i\u2026 ,1
356,RT @Aoibaris: @GRoots2019 These media dressed clowns \U0001f921 mentally sick and abuser #press #hongkong #HKRioters ,1
357,"RT @cheung_mrs: The #HKRioters proved themselves not eligible to live in a democratic society, when they attacked staff at railway station,\u2026 ",1
358,Keep an eye out for this guy and spread his shame. Real journalists should be ashamed of this guy. #journalism\u2026 https://t.co/Km4y3nDbKd ,1
359,"@SCMPNews And there are many who do not blame the government but blame the rioters. Oh, and the dishonest biased me\u2026 https://t.co/8kfjKcXGX3 ",1
360,"@SCMPNews One country two systems is dead, the experiment has failed. Why bother faking it for another 27 years? Ti\u2026 https://t.co/tCf1l4Pveo ",1
361,"@Reuters It justifies a lot more than what the government has done. They need to do more to stop the insanity, incl\u2026 https://t.co/4g8KtYWxLi ",1
362,@SCMPNews @SCMPHongKong Support for Ms. Lam and HK Police! Condemn the rioters! #HKrioters #SupportHKPolice ,1
363,This criminal will get away with this because he is wearing a mask. I agree that the anti face mask law will be ign\u2026 https://t.co/qFWC2nUXMd ,1
364,@SCMPNews Please keep empowering these criminals to destroy HK. Shame! #HKprotests #SupportHKPolice ,1
365,"@ABC ""Pro-democracy""? These rioters won^t know what to do with democracy if it smacked them in the face. Attacking\u2026 https://t.co/DZgwjgM3hZ ",1
366,"RT @cheung_mrs: Over 20 #HKRioters attempted to murder the police, with metal robs and different weapons. There were press standing at fron\u2026 ",1
367,Mask = shirk from responsibility #HKrioters ,1
368,"RT @SophiaH26866503: The lives of the police officers are threaten, they even can\u2019t go home, instead they have to rest at the safe houses.\u2026 ",1
369,\u201cHong Kong will recover from this colour revolution and will come back even strong. The foreign sponsored Democrazy\u2026 https://t.co/LuYG3SAjXM ,1
370,#hkprotests #HKprotesters #HKRiots https://t.co/EAW7bSiUhj ,1
371,@tictoc @business Look how these so called \u201cunarmed protestors\u201d and \u201cdemocracy defenders\u201d treat innocent mandarin-s\u2026 https://t.co/gvjhtkFqqf ,1
372,@initiumnews Look how these so called \u201cunarmed protestors\u201d and \u201cdemocracy defenders\u201d treat innocent mandarin-speaki\u2026 https://t.co/VAwXZrDPFS ,1
373,@RT_com Look how these so called \u201cunarmed protestors\u201d and \u201cdemocracy defenders\u201d treat innocent mandarin-speaking ci\u2026 https://t.co/bLbB6Miivm ,1
374,"@SkyNews These #HKRioters are cockroaches, not human beings! ",1
375,"@liamstone_19 Nope, those #HKRioters are cockroaches, not human beings! ",1
376,@tictoc @business #HKRioters go to hell! ,1
377,"@Andy26473514 @realDonaldTrump The guy being shot in HK was attacking police with weapon! Not protestor, but EXTREM\u2026 https://t.co/0JNPOwbpit ",1
378,"@apollo13hk @realDonaldTrump The guy being shot in HK was attacking police with weapon! Not protestor, but EXTREMEL\u2026 https://t.co/nOib1FDOdH ",1
379,"@realDonaldTrump The guy being shot in HK was attacking police with weapon! Not protestor, but EXTREMELY VIOLENT RI\u2026 https://t.co/D89sdk7vJ1 ",1
380,"Do #HongKong #HKrioters deserve to be shot? You fucking bet. And then some. If you mercilessly, brutally attack and\u2026 https://t.co/jpTwP2Zh20 ",1
381,True #HongKongProtester ask seriously: Are #HongKongPolice brutal? When #HKrioters mercilessly and brutally attack\u2026 https://t.co/u7kDsPnkrk ,1
382,"True #HongKongProtester ask, seriously: Are #HongKongPolice brutal? When #HKrioters mercilessly and brutally attack\u2026 https://t.co/R6ueZU82Ur ",1
383,"#JoshuaWong^s #HKRioters vandalized the private car of an off-duty police officer, attacked him, threw petrol bombs\u2026 https://t.co/csxLORPY6P ",1
384,#HK radicals caught on camera teaming up to throw petrol #bombs - it really is time to get tough on these\u2026 https://t.co/jMve85irLl ,1
385,@StevenF90161743 @ChinaDaily ah.. the so-called ^#tankman^ this is #bullshit - the tanks were trying to LEAVE the s\u2026 https://t.co/D8ncLMdlSY ,1
386,Who are really disrupting the daily life of #Hongkong people? #HongKongProtests #AntiMaskLaw  #HKrioters https://t.co/l1yTW8cTmK ,1
387,@hkrioters stopped hk-guangzhou train and destroying! https://t.co/IHAB4xeokt ,1
388,@hkrioters @hongkongpolice plaincloth policeman got attacked!! https://t.co/colEhF0pmN ,1
389,These guys believed to be CIA..  pls tell us what on hell are you doing here ! @CIA @hkriots @hkpoliceforce https://t.co/M96hj55WCL ,1
390,@hkriots @hongkong are they still protesters pursuing Democracy? No. They are criminals! https://t.co/8V0V4QeOAD ,1
391,@hongkong @hkriots https://t.co/9QGyclbEgf ,1
392,#mask #HongKongProtests #HKRioters @joshuawongcf @Tom_Fowdy @tomgrundy @HongKongHermit https://t.co/srjgyo2tmG ,1
393,@GRoots2019 These media dressed clowns \U0001f921 mentally sick and abuser #press #hongkong #HKRioters ,1
394,"RT @ChinaBazzar: #JoshuaWong^s #HKRioters vandalized the private car of an off-duty police officer, attacked him, threw petrol bombs at him\u2026 ",1
395,@business Long awaited!#HKRioters ,1
396,"Hong Kong toplumu, \xc7in Ulusal G\xfcn\xfc^nde \u015fiddetin artmas\u0131na kar\u015f\u0131 \xe7\u0131kt\u0131 #HKRioters https://t.co/7S4B2jOmUT https://t.co/bnceHBhxPV ",1
397,"Hong Kong k\u0131demli polis memuru, polisin, bir isyanc\u0131ya ate\u015f a\xe7mak zorunda kald\u0131\u011f\u0131n\u0131 ve hareketinin yasal ve makul o\u2026 https://t.co/VtOS6jd ",1
398,#stophkriots #HKRioters https://t.co/wzj5KyfeWU ,1
399,"Violent protesters stage illegal, vandalistic acts in different parts of Hong Kong #HKRioters\n#azadimarch27october\u2026 https://t.co/vHCGDduSjs ",1
400,"@StephenMcDonell pathetic, biased reporting\n\nmasked, cowards? = #HKrioters\n\nballsy? still nothing but petrol launch\u2026 https://t.co/KFa2ARtBsI ",1
401,"memo to #auspol \n\nsay no more, #HKRioters in a nutshell\n\n&lt;Tsang Chi-kin is a seasoned protester &gt;\n\nlikely masked co\u2026 https://t.co/Rfa6PDIf5D ",1
402,#HKRioters are insane. https://t.co/s8TVhFFBCh ,1
403,"If you try to smash police with iron sticks and rob his gun in NY and London, imagin what will happen.\n\n#HKRioters #china70anniversary ",1
404,Great job for HK police who fired the shot\n\n#hkriot https://t.co/niDDRYuzGX ,1
405,@XHNews #HKRioters #HongKongProtester #HongKong \n\nHongKong people should be freed from chinese opressions. ,1
406,@GuuToby #HKRioters #protest #stealing https://t.co/jhcZwl96bK ,1
407,\u4e00\u5206\u949f\u56de\u987e929\u9999\u6e2f\u66b4\u4e71\n#HKRioters #hkprotester  #HKPF #hk https://t.co/wpBPiicCcy ,1
408,"Dear @mtrupdate , we have a reporter in #HongKong to cover any shameful acts by #HKRioters for the #PRC70thAnniv .\u2026 https://t.co/ly5qA6knSF ",1
409,"We, #hongkongers are trying to be peaceful, as always;\nThe let\u2019s see what did the #HKRioters #riotpolice did to us.\u2026 https://t.co/Evj5H7hcqY ",1
410,"RT @zxinyu333: It^s funny that a bunch of terrorists claim that they are peaceful, just like #HKRioters. Looks they^ve got same teachers!\u2026 ",1
411,RT @intrbl_: Twitter is no longer letting me upload videos concerning the HK protests. Other videos work. What is this? Censorship? I will\u2026 ,1
412,"RT @GuozhiYe: Really tired of HK bullshit, what\u2019s left to say?? Dinner with a friend last night, talked about HK but ended up with a few wo\u2026 ",1
413,RT @Chris82895304: @liamstone_19 The sad side of this story is the fact that these lawyers cannot use their full names to sign. They have t\u2026 ,1
414,RT @ChenYuan7535: @hkriots @hongkong are they still protesters pursuing Democracy? No. They are criminals! https://t.co/8V0V4QeOAD ,1
415,Lovely. Glad to see #HongKongPolice taking these #HongKong #HKRioters https://t.co/jKLLFVIXjB ,1
416,Former chief justice of HKSAR Court of Final Appeal denounces violence #HKRioters https://t.co/F04EszrDrY https://t.co/98xixAJX0z ,1
417,"Carrie Lam vows to curb violence with utmost determination, after rampant rioters wreaked havoc in various parts of\u2026 https://t.co/yTLrnbZ0Jv ",1
418,Rioter in Hong Kong threw bricks at a bank and set fire on ATM machines. #HKRiots https://t.co/ICGItkKUuM ,1
419,"Masked rioters vandalize public facilities, set fire on metro station in Hong Kong. #HKRiots https://t.co/gC0mGVU7hg https://t.co/Hb8c9WPZ20 ",1
420,Hong Kong rioters were spotted beating a police officer and throwing a petrol bomb at him. #HKRiots\u2026 https://t.co/SCxfLyNCaS ,1
421,"Masked rioters vandalize public facilities, set fire on metro station in Hong Kong. #HKRiots https://t.co/XRoWZZ3YSN ",1
422,Hong Kong rioters were spotted beating a police officer and throwing a petrol bomb at him. #HKRiots https://t.co/NELL00BsdL ,1
423,#HKRioters in Hong Kong prove every day that they are illiterate and that education in Hong Kong is a failure.\u2026 https://t.co/Lx0C76M3lU ,1
424,\u66f1\u7534\u8748\u8748\u65d7\n\n#\u613f\u548c\u5e73\u5f52\u9999\u6e2f\n#HongKongProtest \n#HongKong\n#HongKongRioters \n#HongKongriot https://t.co/SnZVqabH3t ,1
425,Do you know why the #HongKongPolice have to catch the #HKRioters? Look carefully what this guy was holding! Don\u2019t s\u2026 https://t.co/YwrclGa1O5 ,1
426,929 wanchai; They looks like robbers.\n#HKPoliceState #HKRioters https://t.co/85sABUQd0c ,1
427,@swimmersamz #HKRioters https://t.co/UJpR0WKj4O ,1
428,RT @Chris82895304: Despicable! Brainwashing their children! How low can they sink? #hk #HongKonger #HKRioters https://t.co/ySr8jPfuVK ,1
429,RT @Nancy00768: #HongKongProtester #hkriots #stophkriots https://t.co/uXCTnRwZNa ,1
430,\u8fd9\u624d\u662f\u201c\u6e2f\u4eba\u6cbb\u6e2f\u201d\u3002\n\n#stophkriots https://t.co/QqqeKEYg2X ,1
431,\u201dFreedom\u201c has a price. Protest or robbery?\n\n#stophkriots \n#HongKongTruth https://t.co/22kwm7wjUh ,1
432,#stophkriots https://t.co/wYgQ925Bg7 ,1
433,The protesters almost got a policeman killed by dropping a bicycle from pedestrian bridge above.\n\n#stophkriots https://t.co/oo7ViKui45 ,1
434,"Like ""freedom"" or ""democracy"" just have the magic to turn terrorism into something good when you already lose every\u2026 https://t.co/XDkrfKPPLx ",1
435,#stophkriots https://t.co/TlGxLtuOvJ ,1
436,Really speechless... Why there is always people wants to mess up others^ life???  \n\n#stophkriots \n\nhttps://t.co/CasEuANayi ,1
437,No withdrawal regulation!!!\n\n#stophkriots https://t.co/VGx5PUeBCD ,1
438,This is important! Stop this fake news!\n\n#stophkriots https://t.co/QJi6MvukHA ,1
439,Can^t believe this really happens in #HongKong \n\n#stophkriots https://t.co/g4xWgLCdNs ,1
440,\u597d\u50cf\u4e00\u7fa4\u79c3\u9e6b \uff0c\u7b49\u7740\u4eba\u6b7b\u53bb\u53d8\u6210\u5b83\u4eec\u7684\u98df\u7269\u3002\n\n#stophkriots https://t.co/JDBwPlwIkj ,1
441,Try to mess up with the army now....\n\n#stophkriots https://t.co/Any4GRZZFc ,1
442,"Bombs. Not rioters anymore, They are terrorists, without doubt. \n\n#stophkriots \n#HongKong https://t.co/uPUPMfcR0e ",1
443,#stophkriots \n#HongKongRioters https://t.co/k7483To9O0 ,1
444,Now they say HK protest is fighting for USA. Forget freedom and democracy already?\n\n#stophkriots https://t.co/BupsKDbfLX ,1
445,"Yeah, freedom to make news and fake news. \n\n#stophkriots https://t.co/jJ8G9RVaol ",1
446,#stophkriots https://t.co/f1UxzSyXKw ,1
447,"""The reality is, more like, there are thousands of youngsters on the streets who have tasted blood and become intox\u2026 https://t.co/XKhP8b1akL ",1
448,They think they are playing games. But there is no real normal life to be back anymore.\n\n#stophkriots https://t.co/zMyMAanSB0 ,1
449,#stophkriots https://t.co/ZmsKuhKZqq ,1
450,#stophkriots https://t.co/RQ7NQRl4wY ,1
451,#stophkriots https://t.co/uHSipFetBw ,1
452,#stophkriots https://t.co/SyClEIMPWQ ,1
453,#stophkriots https://t.co/eWVelb9QHl ,1
454,#stophkriots https://t.co/2W82cIvFaB ,1
455,BBC\u771f\u662f\u826f\u5fc3\u5a92\u4f53\u3002\u3002\u3002\n\n#stophkriots https://t.co/dohLRycjQP ,1
456,"@lib_hk @liamstone_19 All day use environment protection to against the government projects, now when they destroy\u2026 https://t.co/cxQ19qRCpi ",1
457,@joshua61591063 @HKvigilance @CNN @bbcchinese \u7684\u786e\uff0c\u67d0\u79cd\u7a0b\u5ea6\u4e0a\u9999\u6e2f\u7684\u4e00\u90e8\u5206\u5f8b\u5e08\uff0c\u8001\u5e08\uff0c\u533b\u751f\u ,1
458,@WSJ #HongKongProtester #hkriots #stophkriots\nhttps://t.co/oGP1hEYatR ,1
459,@bigbabygravycab @abc13houston You mean destroy first? \n#HongKongProtester #hkriots #stophkriots\nhttps://t.co/oGP1hEYatR ,1
460,@AlferiLavanti @abc13houston Are you with  those rioters? \n\n#HongKongProtester #hkriots #stophkriots\nhttps://t.co/oGP1hEYatR ,1
461,@abc13houston #HongKongProtester #hkriots #stophkriots\nhttps://t.co/oGP1hEYatR ,1
462,@WhiteHouse @VP #HongKongProtester #hkriots #stophkriots\nhttps://t.co/oGP1hEYatR ,1
463,@SpeakerPelosi #HongKongProtester #hkriots #stophkriots\nhttps://t.co/oGP1hEYatR ,1
464,@SpeakerPelosi #HongKongProtester #hkriots #stophkriots\n\nhttps://t.co/k9wmKpOb4W ,1
465,#HongKongProtester #hkriots #stophkriots https://t.co/F2NtYRbTE0 ,1
466,#HongKongProtester #hkriots #stophkriots https://t.co/JeZvXhqfSm ,1
467,#HongKongProtester #hkriots #stophkriots https://t.co/uXCTnRwZNa ,1
468,#stophkriots https://t.co/Nh2oT6jZs3 ,1
469,#stophkriots!\nhttps://t.co/cnGdvmC0wj ,1
470,"#stophkriots  "" Half a truth can be whole lie!"" https://t.co/HWmdl6LOZU ",1
471,RT @GuozhiYe: @JoshuaNathan25 @charlesmok Guess how much money @charlesmok gets for each anti-China tweet? #stophkriots ,1
472,@JoshuaNathan25 @charlesmok Guess how much money @charlesmok gets for each anti-China tweet? #stophkriots ,1
473,"@JoshuaNathan25 @charlesmok any contribution @charlesmok has made to HK society expect inciting hatred, spreading r\u2026 https://t.co/a48NiWBxee ",1
474,This video has too much and too heavy for everyone to digest: we need more HK ppl like her to stand out; we don\u2019t n\u2026 https://t.co/VZQmuQViR6 ,1
475,@CathyYZhang @neeratanden sounds exactly like a poor Indian American brainwashed by US propaganda. #stophkriots ,1
476,@goldencaskcap thank west riot journalists for showing us how \u201cin credible\u201d their work was/is and how professional\u2026 https://t.co/fuVZcqlNIz ,1
477,@jasonyng Where are their rioting parents?? They are responsible for these. Maybe they don\u2019t want their custody rig\u2026 https://t.co/PhDhEfTRfz ,1
478,\u65e2\u201c\u6e2f\u5f0f\u6c11\u4e3b\u201d\u4e4b\u540e\uff0c\u9999\u6e2f\u53c8\u4e3a\u6211\u4eec\u5c55\u793a\u4e86\u201c\u6e2f\u5f0f\u6025\u6551\u201d\uff0c\u7b80\u800c\u8a00\u4e4b ,1
479,@taro_taylor @rhokilpatrick I don\u2019t even remember this guy but he blocked me already. Freedom of speech?? #stophkriots ,1
480,@SuspiciouslySid @Birdyword Looks like an abandoned city with few residents. #stophkriots ,1
481,@NgauLamMein @Birdyword Bet the price of partying on the yacht has gone down thanks to the rioters... #Stophkriots ,1
482,@charlesmok 1. \u4e94\u5927\u8bc9\u6c42\u7f3a\u4e00\u4e0d\u53ef\uff0c\u4e0d\u5c31\u662f\u63a8\u7ffb\u653f\u5e9c\uff0c\u9999\u6e2f\u72ec\u7acb\u7684\u8bc9\u6c42\uff1f\uff1f\u4e3a\u4 ,1
483,"Days are still beautiful for those white expats in Hong Kong, while the ordinary  HK citizens queue to get the dail\u2026 https://t.co/mx76hpUvJy ",1
484,"@taro_taylor I don\u2019t understand why riots shouldn\u2019t be cracked down and why it\u2019s sobering... maybe to @JiayangFan ,\u2026 https://t.co/sFiPeAvBhP ",1
485,"@Rozncrantz @bodhibrian @jgriffiths @CarlZha @Pinboard MTR is closed in case further damage from rioters, to protec\u2026 https://t.co/Vt1TfSvxuf ",1
486,thread worth reading #stophkriots https://t.co/p6gzgZfUtv ,1
487,@taro_taylor @SCMPNews @MEKowalski @AdamWagner1 But I think that\u2019s also called... mask??? Try and see if you can ge\u2026 https://t.co/vH1qlGwR8J ,1
488,@Jay_Watt 1. Name your source; 2. How\u2019s the case being taken much more seriously? 3. Who\u2019s some and what example? -\u2026 https://t.co/8HSZpopUpR ,1
489,My French friend said it - let\u2019s have enough braincells to separate a country\u2019s people from its government. \U0001f937\U0001f3fb\u200d\u2640\ufe0f -\u2026 https://t.co/xC ,1
490,@yhan_Exciplex For freedom!!!!!! #stophkriots ,1
491,"@enc0re2 freedom of speech! where is my freedom, where is my human rights???!!! #stophkriots ",1
492,"I\u2019m going to pay another visit to Hong Kong very soon, I\u2019m thinking to get a white body guard to protect me by walk\u2026 https://t.co/fvlRabPjdu ",1
493,"@DSORennie put \u201cself-righteous nationalism\u201d in his tweet/article, it means, it\u2019s wrong and not tolerated to love yo\u2026 https://t.co/4GLF3Hjyx0 ",1
494,"@CTLau3 @taro_taylor but controlled/limited by twitter, see attached picture, really have to click the link to see\u2026 https://t.co/EuVhfl70Vh ",1
495,"@ProleLumpen @Tom_Fowdy @Ahll87131947 Finally see Reuters uses the wording ""anti-government demonstrators"" instead\u2026 https://t.co/q3ooWqwy5R ",1
496,@Ahll87131947 He certainly doesn\u2019t... what would you expect from some guy doesn\u2019t even go to school... #stophkriots ,1
497,@WeiDuCNA @HongKongHermit what would you suggest? I think the gov has tried not to trigger emergency order for 4 mo\u2026 https://t.co/WpOT0fJicn ,1
498,@WeiDuCNA \u201cFree Hong Kong!! Stand with Hong Kong! Vandalising pro-ccp business!! Freedom is all we want!!\u201d #stophkriots ,1
499,@Beaking_News Same concern here. Rioters might just break the law and continue to riot with masks on. How to make s\u2026 https://t.co/swKp0bOgrf ,1
500,"@timdayipper @_jasmineleung_ we all saw the video, it\u2019s clearly not a white thin stick, @_jasmineleung_ is trying t\u2026 https://t.co/nscBiXlbPv ",1
501,"@mercuriobryan @taro_taylor @ChinaDaily @Twitter @ChannelNewsAsia Anything worthwhile or solid to contribute, \u201cProf\u2026 https://t.co/ye8SA3V7HX ",1
502,@jeffielam They better do for real. #stophkriots ,1
503,@DerganGerdan @CarlZha I give it a laugh when he says he\u2019s against racist and xenophobia in his profile but support\u2026 https://t.co/r693Ou9kNF ,1
504,@DerganGerdan @CarlZha HK is go beyond criticising China. It\u2019s demonising China; ask for national mourning day \u56fd\u6b87 i\u2026 https://t.co/av2zY3sLKa ,1
505,@j1mmyc8an @WeiDuCNA @ChinaDaily Please elaborate how does this \u201cHKers remained largely supportive of the protest m\u2026 https://t.co/H3x9qEzXtC ,1
506,"@rysh5627 I don^t trust this kind of group actually, lots of rumours start from group talk, this would be another e\u2026 https://t.co/GkROYjkRVJ ",1
507,"@rysh5627 Absolutely. If the CT is the right one, yes, it^s unlawful and unprofessional, if it^s a fake one...... ?\u2026 https://t.co/zHQblWqUy3 ",1
508,"@rysh5627 words like ""seem"", ""likely"" are not supposed to appear at this critical moment. #stophkriots ",1
509,"I did a frame-by-frame look, screenshot in my PR so you could see timecode in the bottom. #stophkriots https://t.co/1mOPR6UTPS ",1
510,@KeithCheung1997 @MrLethScania @MEKowalski @nvanderklippe Who you^re talking about? You are talking to\u2026 https://t.co/j3x3TfIigr ,1
511,"Yeah, we all know the failed Gunpowder Plot (Jesuit Treason), he tried to blow up the House of Lords, he^s for sure\u2026 https://t.co/lBJ6AybMlO ",1
512,@nvanderklippe care to explain the black stains? #stophkriots ,1
513,"@GretaThunberg LOOK, Hong Kong rioters are burning down the trees and doing great deal of damage to our environment\u2026 https://t.co/pcpogJIbQI ",1
514,@will3324 @DanielDumbrill It must be a bittersweet moment. Yet rioters in HK keep demonising her.. a bunch of hopeless\U0001f926\U0001f3fb\u200d\u2640\ufe0f #stophkriots ,1
515,@taro_taylor @phila_siu I hope this senior journalist @phila_siu at @SCMPNews confront my inquiries and show his pr\u2026 https://t.co/B4DzC6aCyz ,1
516,@phila_siu So anyone with a screenshot can be a journalist?? Can you further elaborate the source? Fact checked?? A\u2026 https://t.co/jJUthmrBuZ ,1
517,"@DominicRaab since you speak your heart out for HK rioters... Please take your BNO British home, allow they to stay\u2026 https://t.co/d0fIEbGOCK ",1
518,"@DanielDumbrill Pure hatred outcry, she has nothing worthwhile to contribute, such a waste of quota for dialogue. #stophkriots ",1
519,@MEKowalski @MrLethScania @nvanderklippe I gave a laugh to his ignorant and arrogant reply. #stophkriots ,1
520,"@MrLethScania @MEKowalski @nvanderklippe Have you been to any HK protest?? Well, I have, and I have seen them vanda\u2026 https://t.co/M6oxivmMTX ",1
521,@andymok @nytimes Hopeless. Shame on @nytimes #stophkriots ,1
522,"@taro_taylor Again, why I\u2019m blocked??? What does he/she/it post?? #stophkriots ",1
